<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,17/09/18,14:17,108090.0000000,108100.0000000,108090.0000000,108100.0000000,3
SPFB.RTS-12.18,1,17/09/18,14:18,108100.0000000,108110.0000000,108090.0000000,108090.0000000,16
SPFB.RTS-12.18,1,17/09/18,14:19,108060.0000000,108060.0000000,108060.0000000,108060.0000000,4
SPFB.RTS-12.18,1,17/09/18,14:20,108030.0000000,108030.0000000,108000.0000000,108030.0000000,37
SPFB.RTS-12.18,1,17/09/18,14:21,108030.0000000,108050.0000000,108030.0000000,108040.0000000,17
SPFB.RTS-12.18,1,17/09/18,14:22,108040.0000000,108050.0000000,108040.0000000,108050.0000000,10
SPFB.RTS-12.18,1,17/09/18,14:23,108060.0000000,108070.0000000,108060.0000000,108060.0000000,8
SPFB.RTS-12.18,1,17/09/18,14:24,108050.0000000,108050.0000000,108050.0000000,108050.0000000,2
SPFB.RTS-12.18,1,17/09/18,14:25,108040.0000000,108050.0000000,108030.0000000,108040.0000000,30
SPFB.RTS-12.18,1,17/09/18,14:26,108060.0000000,108060.0000000,108060.0000000,108060.0000000,4
SPFB.RTS-12.18,1,17/09/18,14:27,108070.0000000,108080.0000000,108040.0000000,108050.0000000,34
SPFB.RTS-12.18,1,17/09/18,14:28,108090.0000000,108090.0000000,108090.0000000,108090.0000000,2
SPFB.RTS-12.18,1,17/09/18,14:29,108080.0000000,108110.0000000,108080.0000000,108110.0000000,14
SPFB.RTS-12.18,1,17/09/18,14:30,108120.0000000,108120.0000000,108120.0000000,108120.0000000,7
SPFB.RTS-12.18,1,17/09/18,14:31,108110.0000000,108110.0000000,108090.0000000,108090.0000000,4
SPFB.RTS-12.18,1,17/09/18,14:32,108080.0000000,108080.0000000,108080.0000000,108080.0000000,21
SPFB.RTS-12.18,1,17/09/18,14:33,108060.0000000,108060.0000000,108060.0000000,108060.0000000,3
SPFB.RTS-12.18,1,17/09/18,14:34,108050.0000000,108070.0000000,108050.0000000,108070.0000000,8
SPFB.RTS-12.18,1,17/09/18,14:35,108060.0000000,108150.0000000,108060.0000000,108120.0000000,26
SPFB.RTS-12.18,1,17/09/18,14:36,108140.0000000,108140.0000000,108110.0000000,108120.0000000,14
SPFB.RTS-12.18,1,17/09/18,14:37,108090.0000000,108090.0000000,108050.0000000,108050.0000000,3
SPFB.RTS-12.18,1,17/09/18,14:38,108060.0000000,108060.0000000,108060.0000000,108060.0000000,3
SPFB.RTS-12.18,1,17/09/18,14:39,108110.0000000,108110.0000000,108080.0000000,108080.0000000,33
SPFB.RTS-12.18,1,17/09/18,14:40,108060.0000000,108060.0000000,108060.0000000,108060.0000000,1
SPFB.RTS-12.18,1,17/09/18,14:41,108060.0000000,108120.0000000,108060.0000000,108120.0000000,76
SPFB.RTS-12.18,1,17/09/18,14:42,108120.0000000,108140.0000000,108110.0000000,108140.0000000,13
SPFB.RTS-12.18,1,17/09/18,14:43,108120.0000000,108120.0000000,108100.0000000,108100.0000000,18
SPFB.RTS-12.18,1,17/09/18,14:44,108110.0000000,108110.0000000,108100.0000000,108100.0000000,4
SPFB.RTS-12.18,1,17/09/18,14:46,108090.0000000,108140.0000000,108090.0000000,108140.0000000,24
SPFB.RTS-12.18,1,17/09/18,14:47,108120.0000000,108150.0000000,108120.0000000,108130.0000000,25
SPFB.RTS-12.18,1,17/09/18,14:48,108160.0000000,108330.0000000,108150.0000000,108330.0000000,272
SPFB.RTS-12.18,1,17/09/18,14:49,108330.0000000,108330.0000000,108270.0000000,108270.0000000,51
SPFB.RTS-12.18,1,17/09/18,14:50,108260.0000000,108280.0000000,108250.0000000,108260.0000000,67
SPFB.RTS-12.18,1,17/09/18,14:51,108250.0000000,108270.0000000,108230.0000000,108270.0000000,71
SPFB.RTS-12.18,1,17/09/18,14:52,108270.0000000,108270.0000000,108240.0000000,108240.0000000,3
SPFB.RTS-12.18,1,17/09/18,14:53,108280.0000000,108310.0000000,108270.0000000,108270.0000000,80
SPFB.RTS-12.18,1,17/09/18,14:54,108260.0000000,108270.0000000,108260.0000000,108260.0000000,3
SPFB.RTS-12.18,1,17/09/18,14:55,108270.0000000,108300.0000000,108270.0000000,108300.0000000,12
SPFB.RTS-12.18,1,17/09/18,14:56,108290.0000000,108300.0000000,108270.0000000,108290.0000000,42
SPFB.RTS-12.18,1,17/09/18,14:57,108310.0000000,108330.0000000,108240.0000000,108240.0000000,12
SPFB.RTS-12.18,1,17/09/18,14:58,108240.0000000,108240.0000000,108190.0000000,108190.0000000,18
SPFB.RTS-12.18,1,17/09/18,14:59,108170.0000000,108180.0000000,108170.0000000,108170.0000000,8
SPFB.RTS-12.18,1,17/09/18,15:01,108140.0000000,108170.0000000,108140.0000000,108170.0000000,76
SPFB.RTS-12.18,1,17/09/18,15:02,108160.0000000,108160.0000000,108160.0000000,108160.0000000,1
SPFB.RTS-12.18,1,17/09/18,15:03,108150.0000000,108180.0000000,108150.0000000,108160.0000000,10
SPFB.RTS-12.18,1,17/09/18,15:04,108160.0000000,108180.0000000,108160.0000000,108180.0000000,7
SPFB.RTS-12.18,1,17/09/18,15:05,108150.0000000,108160.0000000,108130.0000000,108160.0000000,16
SPFB.RTS-12.18,1,17/09/18,15:06,108160.0000000,108160.0000000,108160.0000000,108160.0000000,8
SPFB.RTS-12.18,1,17/09/18,15:07,108140.0000000,108160.0000000,108130.0000000,108160.0000000,7
SPFB.RTS-12.18,1,17/09/18,15:08,108160.0000000,108200.0000000,108160.0000000,108200.0000000,23
SPFB.RTS-12.18,1,17/09/18,15:09,108230.0000000,108240.0000000,108200.0000000,108200.0000000,89
SPFB.RTS-12.18,1,17/09/18,15:10,108230.0000000,108240.0000000,108140.0000000,108140.0000000,66
SPFB.RTS-12.18,1,17/09/18,15:11,108180.0000000,108180.0000000,108140.0000000,108140.0000000,8
SPFB.RTS-12.18,1,17/09/18,15:12,108130.0000000,108130.0000000,108130.0000000,108130.0000000,8
SPFB.RTS-12.18,1,17/09/18,15:13,108120.0000000,108140.0000000,108110.0000000,108140.0000000,18
SPFB.RTS-12.18,1,17/09/18,15:14,108150.0000000,108200.0000000,108150.0000000,108200.0000000,15
SPFB.RTS-12.18,1,17/09/18,15:15,108220.0000000,108220.0000000,108160.0000000,108190.0000000,39
SPFB.RTS-12.18,1,17/09/18,15:16,108200.0000000,108260.0000000,108200.0000000,108220.0000000,45
SPFB.RTS-12.18,1,17/09/18,15:17,108190.0000000,108190.0000000,108170.0000000,108170.0000000,21
SPFB.RTS-12.18,1,17/09/18,15:18,108130.0000000,108150.0000000,108080.0000000,108110.0000000,86
SPFB.RTS-12.18,1,17/09/18,15:19,108110.0000000,108130.0000000,108100.0000000,108120.0000000,37
SPFB.RTS-12.18,1,17/09/18,15:20,108110.0000000,108160.0000000,108100.0000000,108120.0000000,9
SPFB.RTS-12.18,1,17/09/18,15:21,108110.0000000,108160.0000000,108110.0000000,108160.0000000,15
SPFB.RTS-12.18,1,17/09/18,15:22,108160.0000000,108160.0000000,108130.0000000,108140.0000000,9
SPFB.RTS-12.18,1,17/09/18,15:23,108130.0000000,108130.0000000,108130.0000000,108130.0000000,10
SPFB.RTS-12.18,1,17/09/18,15:25,108140.0000000,108140.0000000,108140.0000000,108140.0000000,2
SPFB.RTS-12.18,1,17/09/18,15:26,108140.0000000,108160.0000000,108100.0000000,108100.0000000,51
SPFB.RTS-12.18,1,17/09/18,15:27,108100.0000000,108100.0000000,108100.0000000,108100.0000000,20
SPFB.RTS-12.18,1,17/09/18,15:28,108100.0000000,108120.0000000,108090.0000000,108120.0000000,21
SPFB.RTS-12.18,1,17/09/18,15:29,108130.0000000,108130.0000000,108130.0000000,108130.0000000,1
SPFB.RTS-12.18,1,17/09/18,15:30,108160.0000000,108160.0000000,108140.0000000,108140.0000000,19
SPFB.RTS-12.18,1,17/09/18,15:31,108130.0000000,108140.0000000,108100.0000000,108100.0000000,43
SPFB.RTS-12.18,1,17/09/18,15:32,108140.0000000,108150.0000000,108120.0000000,108120.0000000,8
SPFB.RTS-12.18,1,17/09/18,15:33,108160.0000000,108160.0000000,108110.0000000,108120.0000000,135
SPFB.RTS-12.18,1,17/09/18,15:34,108100.0000000,108120.0000000,108100.0000000,108120.0000000,13
SPFB.RTS-12.18,1,17/09/18,15:35,108110.0000000,108160.0000000,108110.0000000,108160.0000000,63
SPFB.RTS-12.18,1,17/09/18,15:36,108160.0000000,108190.0000000,108160.0000000,108180.0000000,33
SPFB.RTS-12.18,1,17/09/18,15:37,108180.0000000,108200.0000000,108150.0000000,108200.0000000,36
SPFB.RTS-12.18,1,17/09/18,15:38,108190.0000000,108210.0000000,108190.0000000,108210.0000000,17
SPFB.RTS-12.18,1,17/09/18,15:39,108210.0000000,108210.0000000,108170.0000000,108200.0000000,7
SPFB.RTS-12.18,1,17/09/18,15:40,108180.0000000,108180.0000000,108150.0000000,108150.0000000,22
SPFB.RTS-12.18,1,17/09/18,15:41,108170.0000000,108200.0000000,108170.0000000,108200.0000000,6
SPFB.RTS-12.18,1,17/09/18,15:42,108200.0000000,108210.0000000,108180.0000000,108180.0000000,13
SPFB.RTS-12.18,1,17/09/18,15:43,108190.0000000,108200.0000000,108170.0000000,108190.0000000,45
SPFB.RTS-12.18,1,17/09/18,15:44,108200.0000000,108270.0000000,108200.0000000,108220.0000000,20
SPFB.RTS-12.18,1,17/09/18,15:45,108200.0000000,108200.0000000,108170.0000000,108180.0000000,12
SPFB.RTS-12.18,1,17/09/18,15:46,108180.0000000,108180.0000000,108160.0000000,108160.0000000,8
SPFB.RTS-12.18,1,17/09/18,15:47,108190.0000000,108190.0000000,108190.0000000,108190.0000000,1
SPFB.RTS-12.18,1,17/09/18,15:48,108200.0000000,108220.0000000,108170.0000000,108190.0000000,17
SPFB.RTS-12.18,1,17/09/18,15:49,108200.0000000,108200.0000000,108200.0000000,108200.0000000,4
SPFB.RTS-12.18,1,17/09/18,15:50,108190.0000000,108190.0000000,108150.0000000,108150.0000000,13
SPFB.RTS-12.18,1,17/09/18,15:51,108150.0000000,108150.0000000,108130.0000000,108130.0000000,42
SPFB.RTS-12.18,1,17/09/18,15:52,108130.0000000,108130.0000000,108110.0000000,108120.0000000,19
SPFB.RTS-12.18,1,17/09/18,15:53,108120.0000000,108120.0000000,108120.0000000,108120.0000000,3
SPFB.RTS-12.18,1,17/09/18,15:54,108170.0000000,108180.0000000,108170.0000000,108180.0000000,6
SPFB.RTS-12.18,1,17/09/18,15:55,108170.0000000,108170.0000000,108150.0000000,108150.0000000,11
SPFB.RTS-12.18,1,17/09/18,15:56,108160.0000000,108230.0000000,108160.0000000,108220.0000000,59
SPFB.RTS-12.18,1,17/09/18,15:57,108240.0000000,108290.0000000,108240.0000000,108290.0000000,84
SPFB.RTS-12.18,1,17/09/18,15:58,108280.0000000,108290.0000000,108270.0000000,108270.0000000,27
SPFB.RTS-12.18,1,17/09/18,15:59,108290.0000000,108290.0000000,108270.0000000,108270.0000000,9
SPFB.RTS-12.18,1,17/09/18,16:00,108270.0000000,108270.0000000,108270.0000000,108270.0000000,3
SPFB.RTS-12.18,1,17/09/18,16:01,108270.0000000,108280.0000000,108240.0000000,108240.0000000,42
SPFB.RTS-12.18,1,17/09/18,16:02,108270.0000000,108270.0000000,108220.0000000,108250.0000000,9
SPFB.RTS-12.18,1,17/09/18,16:03,108220.0000000,108240.0000000,108210.0000000,108240.0000000,9
SPFB.RTS-12.18,1,17/09/18,16:04,108240.0000000,108240.0000000,108240.0000000,108240.0000000,51
SPFB.RTS-12.18,1,17/09/18,16:05,108250.0000000,108270.0000000,108250.0000000,108250.0000000,34
SPFB.RTS-12.18,1,17/09/18,16:06,108250.0000000,108250.0000000,108220.0000000,108220.0000000,46
SPFB.RTS-12.18,1,17/09/18,16:07,108210.0000000,108240.0000000,108210.0000000,108240.0000000,14
SPFB.RTS-12.18,1,17/09/18,16:08,108250.0000000,108250.0000000,108240.0000000,108250.0000000,4
SPFB.RTS-12.18,1,17/09/18,16:09,108260.0000000,108280.0000000,108250.0000000,108270.0000000,20
SPFB.RTS-12.18,1,17/09/18,16:10,108270.0000000,108310.0000000,108270.0000000,108300.0000000,86
SPFB.RTS-12.18,1,17/09/18,16:11,108250.0000000,108320.0000000,108250.0000000,108320.0000000,24
SPFB.RTS-12.18,1,17/09/18,16:12,108300.0000000,108380.0000000,108300.0000000,108340.0000000,234
SPFB.RTS-12.18,1,17/09/18,16:13,108320.0000000,108340.0000000,108320.0000000,108340.0000000,15
SPFB.RTS-12.18,1,17/09/18,16:14,108340.0000000,108380.0000000,108340.0000000,108370.0000000,57
SPFB.RTS-12.18,1,17/09/18,16:15,108370.0000000,108440.0000000,108370.0000000,108440.0000000,132
SPFB.RTS-12.18,1,17/09/18,16:16,108430.0000000,108450.0000000,108390.0000000,108390.0000000,135
SPFB.RTS-12.18,1,17/09/18,16:17,108390.0000000,108420.0000000,108390.0000000,108400.0000000,10
SPFB.RTS-12.18,1,17/09/18,16:18,108410.0000000,108410.0000000,108350.0000000,108390.0000000,131
SPFB.RTS-12.18,1,17/09/18,16:19,108370.0000000,108380.0000000,108370.0000000,108370.0000000,11
SPFB.RTS-12.18,1,17/09/18,16:20,108360.0000000,108360.0000000,108340.0000000,108360.0000000,43
SPFB.RTS-12.18,1,17/09/18,16:21,108360.0000000,108360.0000000,108350.0000000,108350.0000000,10
SPFB.RTS-12.18,1,17/09/18,16:22,108340.0000000,108340.0000000,108280.0000000,108280.0000000,125
SPFB.RTS-12.18,1,17/09/18,16:23,108260.0000000,108270.0000000,108230.0000000,108250.0000000,136
SPFB.RTS-12.18,1,17/09/18,16:24,108260.0000000,108290.0000000,108250.0000000,108270.0000000,44
SPFB.RTS-12.18,1,17/09/18,16:25,108290.0000000,108300.0000000,108280.0000000,108280.0000000,17
SPFB.RTS-12.18,1,17/09/18,16:26,108280.0000000,108330.0000000,108280.0000000,108330.0000000,14
SPFB.RTS-12.18,1,17/09/18,16:27,108360.0000000,108370.0000000,108300.0000000,108300.0000000,383
SPFB.RTS-12.18,1,17/09/18,16:28,108310.0000000,108330.0000000,108310.0000000,108320.0000000,101
SPFB.RTS-12.18,1,17/09/18,16:29,108320.0000000,108320.0000000,108290.0000000,108290.0000000,62
SPFB.RTS-12.18,1,17/09/18,16:30,108280.0000000,108300.0000000,108270.0000000,108300.0000000,25
SPFB.RTS-12.18,1,17/09/18,16:31,108290.0000000,108300.0000000,108270.0000000,108280.0000000,59
SPFB.RTS-12.18,1,17/09/18,16:32,108320.0000000,108430.0000000,108320.0000000,108430.0000000,125
SPFB.RTS-12.18,1,17/09/18,16:33,108420.0000000,108420.0000000,108360.0000000,108360.0000000,48
SPFB.RTS-12.18,1,17/09/18,16:34,108360.0000000,108400.0000000,108360.0000000,108360.0000000,13
SPFB.RTS-12.18,1,17/09/18,16:35,108360.0000000,108370.0000000,108330.0000000,108330.0000000,15
SPFB.RTS-12.18,1,17/09/18,16:36,108380.0000000,108400.0000000,108380.0000000,108390.0000000,30
SPFB.RTS-12.18,1,17/09/18,16:37,108360.0000000,108380.0000000,108360.0000000,108360.0000000,40
SPFB.RTS-12.18,1,17/09/18,16:38,108390.0000000,108400.0000000,108380.0000000,108400.0000000,7
SPFB.RTS-12.18,1,17/09/18,16:39,108390.0000000,108400.0000000,108370.0000000,108400.0000000,34
SPFB.RTS-12.18,1,17/09/18,16:40,108410.0000000,108440.0000000,108390.0000000,108390.0000000,39
SPFB.RTS-12.18,1,17/09/18,16:41,108390.0000000,108400.0000000,108360.0000000,108360.0000000,21
SPFB.RTS-12.18,1,17/09/18,16:42,108380.0000000,108390.0000000,108350.0000000,108380.0000000,22
SPFB.RTS-12.18,1,17/09/18,16:43,108380.0000000,108410.0000000,108350.0000000,108410.0000000,29
SPFB.RTS-12.18,1,17/09/18,16:44,108410.0000000,108410.0000000,108350.0000000,108380.0000000,23
SPFB.RTS-12.18,1,17/09/18,16:45,108350.0000000,108350.0000000,108320.0000000,108320.0000000,10
SPFB.RTS-12.18,1,17/09/18,16:46,108340.0000000,108360.0000000,108310.0000000,108320.0000000,105
SPFB.RTS-12.18,1,17/09/18,16:47,108300.0000000,108320.0000000,108280.0000000,108320.0000000,23
SPFB.RTS-12.18,1,17/09/18,16:48,108330.0000000,108340.0000000,108330.0000000,108340.0000000,5
SPFB.RTS-12.18,1,17/09/18,16:49,108360.0000000,108360.0000000,108290.0000000,108290.0000000,15
SPFB.RTS-12.18,1,17/09/18,16:50,108320.0000000,108330.0000000,108270.0000000,108270.0000000,28
SPFB.RTS-12.18,1,17/09/18,16:51,108270.0000000,108330.0000000,108270.0000000,108320.0000000,8
SPFB.RTS-12.18,1,17/09/18,16:52,108330.0000000,108330.0000000,108320.0000000,108320.0000000,18
SPFB.RTS-12.18,1,17/09/18,16:53,108310.0000000,108330.0000000,108300.0000000,108300.0000000,54
SPFB.RTS-12.18,1,17/09/18,16:54,108310.0000000,108360.0000000,108310.0000000,108350.0000000,14
SPFB.RTS-12.18,1,17/09/18,16:55,108330.0000000,108330.0000000,108300.0000000,108300.0000000,2
SPFB.RTS-12.18,1,17/09/18,16:56,108280.0000000,108300.0000000,108270.0000000,108300.0000000,18
SPFB.RTS-12.18,1,17/09/18,16:57,108330.0000000,108350.0000000,108330.0000000,108350.0000000,55
SPFB.RTS-12.18,1,17/09/18,16:58,108360.0000000,108360.0000000,108360.0000000,108360.0000000,11
SPFB.RTS-12.18,1,17/09/18,16:59,108360.0000000,108380.0000000,108360.0000000,108360.0000000,20
SPFB.RTS-12.18,1,17/09/18,17:00,108360.0000000,108360.0000000,108360.0000000,108360.0000000,3
SPFB.RTS-12.18,1,17/09/18,17:01,108370.0000000,108570.0000000,108360.0000000,108530.0000000,477
SPFB.RTS-12.18,1,17/09/18,17:02,108550.0000000,108570.0000000,108520.0000000,108520.0000000,26
SPFB.RTS-12.18,1,17/09/18,17:03,108520.0000000,108540.0000000,108510.0000000,108540.0000000,7
SPFB.RTS-12.18,1,17/09/18,17:04,108510.0000000,108510.0000000,108440.0000000,108440.0000000,21
SPFB.RTS-12.18,1,17/09/18,17:05,108450.0000000,108450.0000000,108400.0000000,108410.0000000,13
SPFB.RTS-12.18,1,17/09/18,17:06,108400.0000000,108450.0000000,108400.0000000,108400.0000000,15
SPFB.RTS-12.18,1,17/09/18,17:07,108400.0000000,108400.0000000,108370.0000000,108400.0000000,19
SPFB.RTS-12.18,1,17/09/18,17:08,108370.0000000,108380.0000000,108340.0000000,108370.0000000,47
SPFB.RTS-12.18,1,17/09/18,17:09,108360.0000000,108360.0000000,108250.0000000,108250.0000000,113
SPFB.RTS-12.18,1,17/09/18,17:10,108260.0000000,108270.0000000,108250.0000000,108250.0000000,144
SPFB.RTS-12.18,1,17/09/18,17:11,108300.0000000,108370.0000000,108300.0000000,108370.0000000,42
SPFB.RTS-12.18,1,17/09/18,17:12,108340.0000000,108350.0000000,108310.0000000,108310.0000000,48
SPFB.RTS-12.18,1,17/09/18,17:13,108330.0000000,108350.0000000,108310.0000000,108340.0000000,53
SPFB.RTS-12.18,1,17/09/18,17:14,108360.0000000,108390.0000000,108350.0000000,108390.0000000,36
SPFB.RTS-12.18,1,17/09/18,17:15,108380.0000000,108380.0000000,108360.0000000,108380.0000000,12
SPFB.RTS-12.18,1,17/09/18,17:16,108370.0000000,108430.0000000,108360.0000000,108360.0000000,27
SPFB.RTS-12.18,1,17/09/18,17:17,108400.0000000,108410.0000000,108310.0000000,108340.0000000,25
SPFB.RTS-12.18,1,17/09/18,17:18,108370.0000000,108400.0000000,108370.0000000,108370.0000000,22
SPFB.RTS-12.18,1,17/09/18,17:19,108380.0000000,108390.0000000,108360.0000000,108390.0000000,17
SPFB.RTS-12.18,1,17/09/18,17:20,108380.0000000,108400.0000000,108380.0000000,108380.0000000,8
SPFB.RTS-12.18,1,17/09/18,17:21,108390.0000000,108500.0000000,108380.0000000,108440.0000000,100
SPFB.RTS-12.18,1,17/09/18,17:22,108450.0000000,108460.0000000,108330.0000000,108330.0000000,96
SPFB.RTS-12.18,1,17/09/18,17:23,108330.0000000,108330.0000000,108310.0000000,108330.0000000,17
SPFB.RTS-12.18,1,17/09/18,17:24,108340.0000000,108340.0000000,108320.0000000,108320.0000000,8
SPFB.RTS-12.18,1,17/09/18,17:25,108370.0000000,108370.0000000,108370.0000000,108370.0000000,2
SPFB.RTS-12.18,1,17/09/18,17:26,108360.0000000,108430.0000000,108340.0000000,108430.0000000,39
SPFB.RTS-12.18,1,17/09/18,17:27,108450.0000000,108460.0000000,108450.0000000,108460.0000000,24
SPFB.RTS-12.18,1,17/09/18,17:28,108480.0000000,108520.0000000,108470.0000000,108470.0000000,200
SPFB.RTS-12.18,1,17/09/18,17:29,108470.0000000,108510.0000000,108460.0000000,108490.0000000,41
SPFB.RTS-12.18,1,17/09/18,17:30,108470.0000000,108480.0000000,108420.0000000,108440.0000000,40
SPFB.RTS-12.18,1,17/09/18,17:31,108460.0000000,108460.0000000,108440.0000000,108440.0000000,21
SPFB.RTS-12.18,1,17/09/18,17:32,108440.0000000,108450.0000000,108420.0000000,108430.0000000,27
SPFB.RTS-12.18,1,17/09/18,17:33,108410.0000000,108410.0000000,108390.0000000,108390.0000000,47
SPFB.RTS-12.18,1,17/09/18,17:34,108390.0000000,108390.0000000,108360.0000000,108360.0000000,16
SPFB.RTS-12.18,1,17/09/18,17:35,108380.0000000,108430.0000000,108380.0000000,108430.0000000,277
SPFB.RTS-12.18,1,17/09/18,17:36,108460.0000000,108470.0000000,108400.0000000,108420.0000000,93
SPFB.RTS-12.18,1,17/09/18,17:37,108460.0000000,108500.0000000,108460.0000000,108460.0000000,28
SPFB.RTS-12.18,1,17/09/18,17:38,108490.0000000,108490.0000000,108460.0000000,108460.0000000,32
SPFB.RTS-12.18,1,17/09/18,17:39,108480.0000000,108540.0000000,108480.0000000,108490.0000000,39
SPFB.RTS-12.18,1,17/09/18,17:40,108510.0000000,108520.0000000,108500.0000000,108510.0000000,20
SPFB.RTS-12.18,1,17/09/18,17:41,108540.0000000,108550.0000000,108490.0000000,108490.0000000,68
SPFB.RTS-12.18,1,17/09/18,17:42,108480.0000000,108490.0000000,108470.0000000,108490.0000000,32
SPFB.RTS-12.18,1,17/09/18,17:43,108520.0000000,108540.0000000,108490.0000000,108500.0000000,35
SPFB.RTS-12.18,1,17/09/18,17:44,108500.0000000,108520.0000000,108490.0000000,108520.0000000,24
SPFB.RTS-12.18,1,17/09/18,17:45,108520.0000000,108520.0000000,108480.0000000,108480.0000000,24
SPFB.RTS-12.18,1,17/09/18,17:46,108490.0000000,108490.0000000,108430.0000000,108470.0000000,113
SPFB.RTS-12.18,1,17/09/18,17:47,108480.0000000,108520.0000000,108480.0000000,108500.0000000,35
SPFB.RTS-12.18,1,17/09/18,17:48,108510.0000000,108540.0000000,108510.0000000,108540.0000000,24
SPFB.RTS-12.18,1,17/09/18,17:49,108550.0000000,108580.0000000,108530.0000000,108570.0000000,82
SPFB.RTS-12.18,1,17/09/18,17:50,108570.0000000,108570.0000000,108500.0000000,108500.0000000,14
SPFB.RTS-12.18,1,17/09/18,17:51,108530.0000000,108530.0000000,108470.0000000,108470.0000000,72
SPFB.RTS-12.18,1,17/09/18,17:52,108480.0000000,108500.0000000,108480.0000000,108480.0000000,29
SPFB.RTS-12.18,1,17/09/18,17:53,108480.0000000,108480.0000000,108400.0000000,108400.0000000,229
SPFB.RTS-12.18,1,17/09/18,17:54,108390.0000000,108400.0000000,108340.0000000,108360.0000000,138
SPFB.RTS-12.18,1,17/09/18,17:55,108370.0000000,108400.0000000,108360.0000000,108360.0000000,109
SPFB.RTS-12.18,1,17/09/18,17:56,108370.0000000,108370.0000000,108330.0000000,108340.0000000,94
SPFB.RTS-12.18,1,17/09/18,17:57,108330.0000000,108380.0000000,108320.0000000,108360.0000000,51
SPFB.RTS-12.18,1,17/09/18,17:58,108340.0000000,108340.0000000,108280.0000000,108340.0000000,76
SPFB.RTS-12.18,1,17/09/18,17:59,108320.0000000,108340.0000000,108300.0000000,108300.0000000,22
SPFB.RTS-12.18,1,17/09/18,18:00,108310.0000000,108310.0000000,108200.0000000,108240.0000000,326
SPFB.RTS-12.18,1,17/09/18,18:01,108200.0000000,108260.0000000,108190.0000000,108250.0000000,66
SPFB.RTS-12.18,1,17/09/18,18:02,108250.0000000,108250.0000000,108200.0000000,108200.0000000,78
SPFB.RTS-12.18,1,17/09/18,18:03,108190.0000000,108190.0000000,108150.0000000,108170.0000000,117
SPFB.RTS-12.18,1,17/09/18,18:04,108160.0000000,108160.0000000,108140.0000000,108160.0000000,38
