<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,17/10/18,22:35,115630.0000000,115700.0000000,115620.0000000,115700.0000000,135
SPFB.RTS-12.18,1,17/10/18,22:36,115690.0000000,115710.0000000,115670.0000000,115690.0000000,67
SPFB.RTS-12.18,1,17/10/18,22:37,115680.0000000,115710.0000000,115660.0000000,115710.0000000,90
SPFB.RTS-12.18,1,17/10/18,22:38,115700.0000000,115700.0000000,115670.0000000,115680.0000000,33
SPFB.RTS-12.18,1,17/10/18,22:39,115670.0000000,115700.0000000,115650.0000000,115660.0000000,23
SPFB.RTS-12.18,1,17/10/18,22:40,115690.0000000,115690.0000000,115680.0000000,115680.0000000,5
SPFB.RTS-12.18,1,17/10/18,22:41,115680.0000000,115700.0000000,115650.0000000,115700.0000000,36
SPFB.RTS-12.18,1,17/10/18,22:42,115710.0000000,115740.0000000,115700.0000000,115700.0000000,103
SPFB.RTS-12.18,1,17/10/18,22:43,115710.0000000,115730.0000000,115650.0000000,115650.0000000,25
SPFB.RTS-12.18,1,17/10/18,22:44,115650.0000000,115660.0000000,115630.0000000,115640.0000000,101
SPFB.RTS-12.18,1,17/10/18,22:45,115630.0000000,115690.0000000,115630.0000000,115670.0000000,113
SPFB.RTS-12.18,1,17/10/18,22:46,115660.0000000,115730.0000000,115610.0000000,115690.0000000,272
SPFB.RTS-12.18,1,17/10/18,22:47,115710.0000000,115720.0000000,115660.0000000,115710.0000000,68
SPFB.RTS-12.18,1,17/10/18,22:48,115710.0000000,115710.0000000,115690.0000000,115710.0000000,49
SPFB.RTS-12.18,1,17/10/18,22:49,115720.0000000,115730.0000000,115690.0000000,115700.0000000,71
SPFB.RTS-12.18,1,17/10/18,22:50,115700.0000000,115710.0000000,115670.0000000,115680.0000000,70
SPFB.RTS-12.18,1,17/10/18,22:51,115680.0000000,115740.0000000,115670.0000000,115730.0000000,147
SPFB.RTS-12.18,1,17/10/18,22:52,115730.0000000,115770.0000000,115720.0000000,115740.0000000,148
SPFB.RTS-12.18,1,17/10/18,22:53,115730.0000000,115780.0000000,115730.0000000,115780.0000000,72
SPFB.RTS-12.18,1,17/10/18,22:54,115780.0000000,115780.0000000,115750.0000000,115760.0000000,98
SPFB.RTS-12.18,1,17/10/18,22:55,115740.0000000,115750.0000000,115730.0000000,115730.0000000,81
SPFB.RTS-12.18,1,17/10/18,22:56,115720.0000000,115770.0000000,115680.0000000,115730.0000000,397
SPFB.RTS-12.18,1,17/10/18,22:57,115720.0000000,115730.0000000,115690.0000000,115690.0000000,177
SPFB.RTS-12.18,1,17/10/18,22:58,115700.0000000,115750.0000000,115690.0000000,115750.0000000,99
SPFB.RTS-12.18,1,17/10/18,22:59,115730.0000000,115770.0000000,115720.0000000,115720.0000000,256
SPFB.RTS-12.18,1,17/10/18,23:00,115720.0000000,115760.0000000,115710.0000000,115730.0000000,78
SPFB.RTS-12.18,1,17/10/18,23:01,115740.0000000,115780.0000000,115740.0000000,115750.0000000,106
SPFB.RTS-12.18,1,17/10/18,23:02,115780.0000000,115780.0000000,115690.0000000,115700.0000000,167
SPFB.RTS-12.18,1,17/10/18,23:03,115710.0000000,115750.0000000,115710.0000000,115710.0000000,104
SPFB.RTS-12.18,1,17/10/18,23:04,115710.0000000,115750.0000000,115710.0000000,115730.0000000,53
SPFB.RTS-12.18,1,17/10/18,23:05,115720.0000000,115740.0000000,115710.0000000,115730.0000000,48
SPFB.RTS-12.18,1,17/10/18,23:06,115740.0000000,115780.0000000,115740.0000000,115780.0000000,53
SPFB.RTS-12.18,1,17/10/18,23:07,115790.0000000,115820.0000000,115790.0000000,115800.0000000,147
SPFB.RTS-12.18,1,17/10/18,23:08,115800.0000000,115800.0000000,115800.0000000,115800.0000000,27
SPFB.RTS-12.18,1,17/10/18,23:09,115800.0000000,115800.0000000,115780.0000000,115800.0000000,24
SPFB.RTS-12.18,1,17/10/18,23:10,115790.0000000,115810.0000000,115790.0000000,115790.0000000,31
SPFB.RTS-12.18,1,17/10/18,23:11,115790.0000000,115790.0000000,115770.0000000,115780.0000000,47
SPFB.RTS-12.18,1,17/10/18,23:12,115790.0000000,115790.0000000,115770.0000000,115780.0000000,46
SPFB.RTS-12.18,1,17/10/18,23:13,115790.0000000,115790.0000000,115750.0000000,115750.0000000,58
SPFB.RTS-12.18,1,17/10/18,23:14,115750.0000000,115750.0000000,115700.0000000,115730.0000000,140
SPFB.RTS-12.18,1,17/10/18,23:15,115730.0000000,115750.0000000,115720.0000000,115730.0000000,49
SPFB.RTS-12.18,1,17/10/18,23:16,115750.0000000,115770.0000000,115710.0000000,115710.0000000,130
SPFB.RTS-12.18,1,17/10/18,23:17,115730.0000000,115730.0000000,115690.0000000,115690.0000000,50
SPFB.RTS-12.18,1,17/10/18,23:18,115690.0000000,115700.0000000,115670.0000000,115680.0000000,88
SPFB.RTS-12.18,1,17/10/18,23:19,115660.0000000,115700.0000000,115660.0000000,115700.0000000,16
SPFB.RTS-12.18,1,17/10/18,23:20,115710.0000000,115720.0000000,115690.0000000,115710.0000000,41
SPFB.RTS-12.18,1,17/10/18,23:21,115720.0000000,115730.0000000,115690.0000000,115700.0000000,68
SPFB.RTS-12.18,1,17/10/18,23:22,115700.0000000,115720.0000000,115690.0000000,115720.0000000,84
SPFB.RTS-12.18,1,17/10/18,23:23,115710.0000000,115710.0000000,115710.0000000,115710.0000000,5
SPFB.RTS-12.18,1,17/10/18,23:24,115730.0000000,115760.0000000,115730.0000000,115750.0000000,43
SPFB.RTS-12.18,1,17/10/18,23:25,115770.0000000,115800.0000000,115770.0000000,115800.0000000,105
SPFB.RTS-12.18,1,17/10/18,23:26,115790.0000000,115790.0000000,115730.0000000,115750.0000000,153
SPFB.RTS-12.18,1,17/10/18,23:27,115770.0000000,115770.0000000,115760.0000000,115760.0000000,23
SPFB.RTS-12.18,1,17/10/18,23:28,115770.0000000,115790.0000000,115770.0000000,115790.0000000,50
SPFB.RTS-12.18,1,17/10/18,23:29,115790.0000000,115790.0000000,115760.0000000,115790.0000000,61
SPFB.RTS-12.18,1,17/10/18,23:30,115780.0000000,115790.0000000,115730.0000000,115740.0000000,75
SPFB.RTS-12.18,1,17/10/18,23:31,115740.0000000,115760.0000000,115730.0000000,115730.0000000,41
SPFB.RTS-12.18,1,17/10/18,23:32,115760.0000000,115780.0000000,115740.0000000,115770.0000000,91
SPFB.RTS-12.18,1,17/10/18,23:33,115770.0000000,115770.0000000,115730.0000000,115730.0000000,51
SPFB.RTS-12.18,1,17/10/18,23:34,115740.0000000,115750.0000000,115730.0000000,115750.0000000,22
SPFB.RTS-12.18,1,17/10/18,23:35,115750.0000000,115760.0000000,115750.0000000,115760.0000000,13
SPFB.RTS-12.18,1,17/10/18,23:36,115760.0000000,115760.0000000,115740.0000000,115760.0000000,23
SPFB.RTS-12.18,1,17/10/18,23:37,115760.0000000,115770.0000000,115760.0000000,115770.0000000,29
SPFB.RTS-12.18,1,17/10/18,23:38,115780.0000000,115780.0000000,115750.0000000,115750.0000000,14
SPFB.RTS-12.18,1,17/10/18,23:39,115760.0000000,115770.0000000,115750.0000000,115760.0000000,20
SPFB.RTS-12.18,1,17/10/18,23:40,115770.0000000,115800.0000000,115750.0000000,115800.0000000,102
SPFB.RTS-12.18,1,17/10/18,23:41,115800.0000000,115810.0000000,115780.0000000,115780.0000000,85
SPFB.RTS-12.18,1,17/10/18,23:42,115780.0000000,115810.0000000,115780.0000000,115810.0000000,41
SPFB.RTS-12.18,1,17/10/18,23:43,115800.0000000,115820.0000000,115790.0000000,115810.0000000,52
SPFB.RTS-12.18,1,17/10/18,23:44,115800.0000000,115830.0000000,115790.0000000,115810.0000000,89
SPFB.RTS-12.18,1,17/10/18,23:45,115820.0000000,115820.0000000,115800.0000000,115800.0000000,42
SPFB.RTS-12.18,1,17/10/18,23:46,115800.0000000,115800.0000000,115760.0000000,115760.0000000,121
SPFB.RTS-12.18,1,17/10/18,23:47,115770.0000000,115790.0000000,115760.0000000,115780.0000000,131
SPFB.RTS-12.18,1,17/10/18,23:48,115790.0000000,115860.0000000,115780.0000000,115820.0000000,279
SPFB.RTS-12.18,1,17/10/18,23:49,115830.0000000,115890.0000000,115780.0000000,115820.0000000,611
SPFB.RTS-12.18,1,17/10/18,23:50,115820.0000000,115900.0000000,115750.0000000,115890.0000000,557
SPFB.RTS-12.18,1,19/11/18,10:01,113360.0000000,113530.0000000,113200.0000000,113310.0000000,4115
SPFB.RTS-12.18,1,19/11/18,10:02,113310.0000000,113310.0000000,113160.0000000,113230.0000000,1702
SPFB.RTS-12.18,1,19/11/18,10:03,113250.0000000,113270.0000000,113200.0000000,113240.0000000,475
SPFB.RTS-12.18,1,19/11/18,10:04,113250.0000000,113290.0000000,113220.0000000,113280.0000000,973
SPFB.RTS-12.18,1,19/11/18,10:05,113280.0000000,113380.0000000,113270.0000000,113370.0000000,967
SPFB.RTS-12.18,1,19/11/18,10:06,113360.0000000,113440.0000000,113350.0000000,113420.0000000,844
SPFB.RTS-12.18,1,19/11/18,10:07,113420.0000000,113460.0000000,113400.0000000,113440.0000000,661
SPFB.RTS-12.18,1,19/11/18,10:08,113450.0000000,113480.0000000,113360.0000000,113430.0000000,673
SPFB.RTS-12.18,1,19/11/18,10:09,113430.0000000,113470.0000000,113400.0000000,113420.0000000,826
SPFB.RTS-12.18,1,19/11/18,10:10,113420.0000000,113470.0000000,113410.0000000,113430.0000000,358
SPFB.RTS-12.18,1,19/11/18,10:11,113440.0000000,113650.0000000,113390.0000000,113590.0000000,2625
SPFB.RTS-12.18,1,19/11/18,10:12,113590.0000000,113720.0000000,113570.0000000,113630.0000000,1891
SPFB.RTS-12.18,1,19/11/18,10:13,113650.0000000,113710.0000000,113620.0000000,113680.0000000,903
SPFB.RTS-12.18,1,19/11/18,10:14,113660.0000000,113830.0000000,113640.0000000,113810.0000000,2561
SPFB.RTS-12.18,1,19/11/18,10:15,113810.0000000,113870.0000000,113730.0000000,113790.0000000,1402
SPFB.RTS-12.18,1,19/11/18,10:16,113800.0000000,113810.0000000,113690.0000000,113760.0000000,923
SPFB.RTS-12.18,1,19/11/18,10:17,113770.0000000,113790.0000000,113710.0000000,113750.0000000,401
SPFB.RTS-12.18,1,19/11/18,10:18,113760.0000000,113800.0000000,113740.0000000,113770.0000000,736
SPFB.RTS-12.18,1,19/11/18,10:19,113770.0000000,113810.0000000,113730.0000000,113790.0000000,830
SPFB.RTS-12.18,1,19/11/18,10:20,113800.0000000,113840.0000000,113760.0000000,113790.0000000,580
SPFB.RTS-12.18,1,19/11/18,10:21,113780.0000000,113800.0000000,113590.0000000,113630.0000000,1807
SPFB.RTS-12.18,1,19/11/18,10:22,113650.0000000,113730.0000000,113610.0000000,113690.0000000,845
SPFB.RTS-12.18,1,19/11/18,10:23,113690.0000000,113700.0000000,113580.0000000,113590.0000000,552
SPFB.RTS-12.18,1,19/11/18,10:24,113590.0000000,113600.0000000,113550.0000000,113560.0000000,800
SPFB.RTS-12.18,1,19/11/18,10:25,113560.0000000,113650.0000000,113510.0000000,113620.0000000,827
SPFB.RTS-12.18,1,19/11/18,10:26,113630.0000000,113630.0000000,113550.0000000,113560.0000000,413
SPFB.RTS-12.18,1,19/11/18,10:27,113550.0000000,113600.0000000,113530.0000000,113600.0000000,347
SPFB.RTS-12.18,1,19/11/18,10:28,113600.0000000,113640.0000000,113600.0000000,113630.0000000,244
SPFB.RTS-12.18,1,19/11/18,10:29,113620.0000000,113620.0000000,113570.0000000,113570.0000000,154
SPFB.RTS-12.18,1,19/11/18,10:30,113570.0000000,113640.0000000,113570.0000000,113630.0000000,205
SPFB.RTS-12.18,1,19/11/18,10:31,113630.0000000,113650.0000000,113610.0000000,113650.0000000,355
SPFB.RTS-12.18,1,19/11/18,10:32,113640.0000000,113680.0000000,113560.0000000,113560.0000000,440
SPFB.RTS-12.18,1,19/11/18,10:33,113560.0000000,113560.0000000,113480.0000000,113480.0000000,700
SPFB.RTS-12.18,1,19/11/18,10:34,113470.0000000,113500.0000000,113420.0000000,113440.0000000,892
SPFB.RTS-12.18,1,19/11/18,10:35,113450.0000000,113450.0000000,113320.0000000,113330.0000000,1067
SPFB.RTS-12.18,1,19/11/18,10:36,113330.0000000,113420.0000000,113300.0000000,113390.0000000,1136
SPFB.RTS-12.18,1,19/11/18,10:37,113390.0000000,113390.0000000,113290.0000000,113370.0000000,984
SPFB.RTS-12.18,1,19/11/18,10:38,113360.0000000,113440.0000000,113360.0000000,113440.0000000,372
SPFB.RTS-12.18,1,19/11/18,10:39,113430.0000000,113540.0000000,113430.0000000,113510.0000000,890
SPFB.RTS-12.18,1,19/11/18,10:40,113500.0000000,113530.0000000,113490.0000000,113500.0000000,270
SPFB.RTS-12.18,1,19/11/18,10:41,113510.0000000,113510.0000000,113380.0000000,113380.0000000,708
SPFB.RTS-12.18,1,19/11/18,10:42,113380.0000000,113410.0000000,113370.0000000,113380.0000000,195
SPFB.RTS-12.18,1,19/11/18,10:43,113370.0000000,113440.0000000,113370.0000000,113410.0000000,346
SPFB.RTS-12.18,1,19/11/18,10:44,113420.0000000,113460.0000000,113370.0000000,113430.0000000,275
SPFB.RTS-12.18,1,19/11/18,10:45,113430.0000000,113470.0000000,113400.0000000,113410.0000000,225
SPFB.RTS-12.18,1,19/11/18,10:46,113420.0000000,113470.0000000,113420.0000000,113460.0000000,173
SPFB.RTS-12.18,1,19/11/18,10:47,113450.0000000,113450.0000000,113410.0000000,113410.0000000,261
SPFB.RTS-12.18,1,19/11/18,10:48,113410.0000000,113420.0000000,113360.0000000,113370.0000000,300
SPFB.RTS-12.18,1,19/11/18,10:49,113370.0000000,113420.0000000,113360.0000000,113390.0000000,224
SPFB.RTS-12.18,1,19/11/18,10:50,113380.0000000,113390.0000000,113310.0000000,113370.0000000,539
SPFB.RTS-12.18,1,19/11/18,10:51,113370.0000000,113490.0000000,113340.0000000,113460.0000000,596
SPFB.RTS-12.18,1,19/11/18,10:52,113480.0000000,113530.0000000,113470.0000000,113530.0000000,618
SPFB.RTS-12.18,1,19/11/18,10:53,113540.0000000,113700.0000000,113540.0000000,113670.0000000,1881
SPFB.RTS-12.18,1,19/11/18,10:54,113660.0000000,113670.0000000,113600.0000000,113610.0000000,408
SPFB.RTS-12.18,1,19/11/18,10:55,113610.0000000,113640.0000000,113580.0000000,113630.0000000,421
SPFB.RTS-12.18,1,19/11/18,10:56,113610.0000000,113630.0000000,113570.0000000,113580.0000000,338
SPFB.RTS-12.18,1,19/11/18,10:57,113590.0000000,113590.0000000,113520.0000000,113530.0000000,543
SPFB.RTS-12.18,1,19/11/18,10:58,113530.0000000,113580.0000000,113520.0000000,113550.0000000,260
SPFB.RTS-12.18,1,19/11/18,10:59,113540.0000000,113640.0000000,113540.0000000,113570.0000000,563
SPFB.RTS-12.18,1,19/11/18,11:00,113560.0000000,113570.0000000,113520.0000000,113520.0000000,315
SPFB.RTS-12.18,1,19/11/18,11:01,113530.0000000,113540.0000000,113380.0000000,113520.0000000,1262
SPFB.RTS-12.18,1,19/11/18,11:02,113510.0000000,113520.0000000,113200.0000000,113280.0000000,2292
SPFB.RTS-12.18,1,19/11/18,11:03,113280.0000000,113310.0000000,113230.0000000,113280.0000000,686
SPFB.RTS-12.18,1,19/11/18,11:04,113280.0000000,113370.0000000,113260.0000000,113330.0000000,796
SPFB.RTS-12.18,1,19/11/18,11:05,113330.0000000,113440.0000000,113320.0000000,113440.0000000,715
SPFB.RTS-12.18,1,19/11/18,11:06,113440.0000000,113540.0000000,113430.0000000,113510.0000000,1133
SPFB.RTS-12.18,1,19/11/18,11:07,113520.0000000,113590.0000000,113500.0000000,113580.0000000,529
SPFB.RTS-12.18,1,19/11/18,11:08,113590.0000000,113610.0000000,113400.0000000,113440.0000000,1568
SPFB.RTS-12.18,1,19/11/18,11:09,113440.0000000,113490.0000000,113410.0000000,113460.0000000,387
SPFB.RTS-12.18,1,19/11/18,11:10,113470.0000000,113550.0000000,113450.0000000,113510.0000000,396
SPFB.RTS-12.18,1,19/11/18,11:11,113520.0000000,113520.0000000,113450.0000000,113450.0000000,409
SPFB.RTS-12.18,1,19/11/18,11:12,113440.0000000,113560.0000000,113370.0000000,113540.0000000,806
SPFB.RTS-12.18,1,19/11/18,11:13,113520.0000000,113530.0000000,113460.0000000,113490.0000000,453
SPFB.RTS-12.18,1,19/11/18,11:14,113480.0000000,113490.0000000,113440.0000000,113450.0000000,187
SPFB.RTS-12.18,1,19/11/18,11:15,113450.0000000,113450.0000000,113380.0000000,113390.0000000,442
SPFB.RTS-12.18,1,19/11/18,11:16,113380.0000000,113580.0000000,113370.0000000,113520.0000000,1019
SPFB.RTS-12.18,1,19/11/18,11:17,113550.0000000,113580.0000000,113460.0000000,113490.0000000,805
SPFB.RTS-12.18,1,19/11/18,11:18,113490.0000000,113520.0000000,113320.0000000,113360.0000000,827
SPFB.RTS-12.18,1,19/11/18,11:19,113340.0000000,113440.0000000,113340.0000000,113440.0000000,484
SPFB.RTS-12.18,1,19/11/18,11:20,113440.0000000,113450.0000000,113400.0000000,113400.0000000,169
SPFB.RTS-12.18,1,19/11/18,11:21,113390.0000000,113450.0000000,113390.0000000,113420.0000000,240
SPFB.RTS-12.18,1,19/11/18,11:22,113400.0000000,113520.0000000,113400.0000000,113490.0000000,582
SPFB.RTS-12.18,1,19/11/18,11:23,113490.0000000,113520.0000000,113460.0000000,113500.0000000,200
SPFB.RTS-12.18,1,19/11/18,11:24,113500.0000000,113520.0000000,113430.0000000,113510.0000000,402
SPFB.RTS-12.18,1,19/11/18,11:25,113500.0000000,113510.0000000,113440.0000000,113490.0000000,189
SPFB.RTS-12.18,1,19/11/18,11:26,113490.0000000,113680.0000000,113490.0000000,113630.0000000,1422
SPFB.RTS-12.18,1,19/11/18,11:27,113640.0000000,113650.0000000,113580.0000000,113620.0000000,559
SPFB.RTS-12.18,1,19/11/18,11:28,113610.0000000,113610.0000000,113540.0000000,113600.0000000,472
SPFB.RTS-12.18,1,19/11/18,11:29,113590.0000000,113600.0000000,113560.0000000,113590.0000000,157
SPFB.RTS-12.18,1,19/11/18,11:30,113590.0000000,113740.0000000,113590.0000000,113700.0000000,1017
SPFB.RTS-12.18,1,19/11/18,11:31,113700.0000000,113740.0000000,113680.0000000,113740.0000000,406
SPFB.RTS-12.18,1,19/11/18,11:32,113740.0000000,113750.0000000,113640.0000000,113670.0000000,617
SPFB.RTS-12.18,1,19/11/18,11:33,113680.0000000,113710.0000000,113630.0000000,113700.0000000,670
SPFB.RTS-12.18,1,19/11/18,11:34,113690.0000000,113730.0000000,113620.0000000,113640.0000000,442
SPFB.RTS-12.18,1,19/11/18,11:35,113650.0000000,113670.0000000,113620.0000000,113630.0000000,306
SPFB.RTS-12.18,1,19/11/18,11:36,113640.0000000,113680.0000000,113560.0000000,113580.0000000,906
SPFB.RTS-12.18,1,19/11/18,11:37,113590.0000000,113630.0000000,113570.0000000,113590.0000000,388
SPFB.RTS-12.18,1,19/11/18,11:38,113590.0000000,113680.0000000,113580.0000000,113680.0000000,538
SPFB.RTS-12.18,1,19/11/18,11:39,113680.0000000,113710.0000000,113600.0000000,113610.0000000,572
SPFB.RTS-12.18,1,19/11/18,11:40,113620.0000000,113630.0000000,113570.0000000,113600.0000000,316
SPFB.RTS-12.18,1,19/11/18,11:41,113610.0000000,113610.0000000,113550.0000000,113590.0000000,338
SPFB.RTS-12.18,1,19/11/18,11:42,113590.0000000,113590.0000000,113520.0000000,113580.0000000,280
SPFB.RTS-12.18,1,19/11/18,11:43,113590.0000000,113650.0000000,113580.0000000,113610.0000000,318
SPFB.RTS-12.18,1,19/11/18,11:44,113600.0000000,113650.0000000,113590.0000000,113650.0000000,204
SPFB.RTS-12.18,1,19/11/18,11:45,113630.0000000,113680.0000000,113620.0000000,113670.0000000,349
SPFB.RTS-12.18,1,19/11/18,11:46,113670.0000000,113780.0000000,113670.0000000,113680.0000000,1277
SPFB.RTS-12.18,1,19/11/18,11:47,113680.0000000,113760.0000000,113680.0000000,113760.0000000,403
SPFB.RTS-12.18,1,19/11/18,11:48,113750.0000000,113790.0000000,113710.0000000,113720.0000000,509
SPFB.RTS-12.18,1,19/11/18,11:49,113720.0000000,113820.0000000,113710.0000000,113790.0000000,784
SPFB.RTS-12.18,1,19/11/18,11:50,113790.0000000,113870.0000000,113740.0000000,113810.0000000,1449
SPFB.RTS-12.18,1,19/11/18,11:51,113820.0000000,113960.0000000,113810.0000000,113960.0000000,2431
SPFB.RTS-12.18,1,19/11/18,11:52,113950.0000000,113980.0000000,113920.0000000,113950.0000000,1020
SPFB.RTS-12.18,1,19/11/18,11:53,113960.0000000,113970.0000000,113900.0000000,113960.0000000,697
SPFB.RTS-12.18,1,19/11/18,11:54,113970.0000000,113970.0000000,113890.0000000,113950.0000000,526
SPFB.RTS-12.18,1,19/11/18,11:55,113940.0000000,113990.0000000,113940.0000000,113970.0000000,510
SPFB.RTS-12.18,1,19/11/18,11:56,113980.0000000,114000.0000000,113930.0000000,113950.0000000,816
SPFB.RTS-12.18,1,19/11/18,11:57,113940.0000000,113950.0000000,113880.0000000,113900.0000000,454
SPFB.RTS-12.18,1,19/11/18,11:58,113900.0000000,113980.0000000,113900.0000000,113930.0000000,325
SPFB.RTS-12.18,1,19/11/18,11:59,113950.0000000,113980.0000000,113900.0000000,113900.0000000,415
SPFB.RTS-12.18,1,19/11/18,12:00,113920.0000000,113960.0000000,113890.0000000,113940.0000000,573
SPFB.RTS-12.18,1,19/11/18,12:01,113940.0000000,113990.0000000,113930.0000000,113940.0000000,756
SPFB.RTS-12.18,1,19/11/18,12:02,113930.0000000,113940.0000000,113880.0000000,113930.0000000,473
SPFB.RTS-12.18,1,19/11/18,12:03,113940.0000000,113940.0000000,113890.0000000,113900.0000000,185
SPFB.RTS-12.18,1,19/11/18,12:04,113900.0000000,113930.0000000,113880.0000000,113880.0000000,271
SPFB.RTS-12.18,1,19/11/18,12:05,113880.0000000,113890.0000000,113760.0000000,113770.0000000,1554
SPFB.RTS-12.18,1,19/11/18,12:06,113780.0000000,113820.0000000,113730.0000000,113730.0000000,642
SPFB.RTS-12.18,1,19/11/18,12:07,113730.0000000,113790.0000000,113690.0000000,113700.0000000,706
SPFB.RTS-12.18,1,19/11/18,12:08,113690.0000000,113810.0000000,113690.0000000,113790.0000000,461
SPFB.RTS-12.18,1,19/11/18,12:09,113790.0000000,113860.0000000,113770.0000000,113810.0000000,719
SPFB.RTS-12.18,1,19/11/18,12:10,113810.0000000,113840.0000000,113790.0000000,113810.0000000,117
SPFB.RTS-12.18,1,19/11/18,12:11,113810.0000000,113830.0000000,113780.0000000,113800.0000000,206
SPFB.RTS-12.18,1,19/11/18,12:12,113810.0000000,113870.0000000,113800.0000000,113820.0000000,470
SPFB.RTS-12.18,1,19/11/18,12:13,113830.0000000,113910.0000000,113820.0000000,113900.0000000,593
SPFB.RTS-12.18,1,19/11/18,12:14,113890.0000000,114110.0000000,113890.0000000,114040.0000000,3039
SPFB.RTS-12.18,1,19/11/18,12:15,114040.0000000,114050.0000000,113950.0000000,114010.0000000,716
SPFB.RTS-12.18,1,19/11/18,12:16,114010.0000000,114020.0000000,113800.0000000,113820.0000000,1743
SPFB.RTS-12.18,1,19/11/18,12:17,113810.0000000,113900.0000000,113800.0000000,113890.0000000,749
SPFB.RTS-12.18,1,19/11/18,12:18,113890.0000000,113910.0000000,113830.0000000,113830.0000000,569
SPFB.RTS-12.18,1,19/11/18,12:19,113830.0000000,113900.0000000,113800.0000000,113870.0000000,919
SPFB.RTS-12.18,1,19/11/18,12:20,113860.0000000,114020.0000000,113860.0000000,114000.0000000,784
SPFB.RTS-12.18,1,19/11/18,12:21,113990.0000000,114030.0000000,113930.0000000,113960.0000000,648
SPFB.RTS-12.18,1,19/11/18,12:22,113950.0000000,114110.0000000,113940.0000000,113980.0000000,2007
SPFB.RTS-12.18,1,19/11/18,12:23,113980.0000000,114000.0000000,113960.0000000,113960.0000000,499
SPFB.RTS-12.18,1,19/11/18,12:24,113950.0000000,113980.0000000,113920.0000000,113940.0000000,509
SPFB.RTS-12.18,1,19/11/18,12:25,113950.0000000,113950.0000000,113830.0000000,113930.0000000,1175
SPFB.RTS-12.18,1,19/11/18,12:26,113940.0000000,114000.0000000,113940.0000000,113990.0000000,605
SPFB.RTS-12.18,1,19/11/18,12:27,113980.0000000,114010.0000000,113950.0000000,113980.0000000,524
SPFB.RTS-12.18,1,19/11/18,12:28,114000.0000000,114060.0000000,113950.0000000,113950.0000000,1068
SPFB.RTS-12.18,1,19/11/18,12:29,113960.0000000,113980.0000000,113860.0000000,113900.0000000,649
SPFB.RTS-12.18,1,19/11/18,12:30,113910.0000000,113990.0000000,113910.0000000,113930.0000000,536
SPFB.RTS-12.18,1,19/11/18,12:31,113930.0000000,114000.0000000,113910.0000000,113940.0000000,761
SPFB.RTS-12.18,1,19/11/18,12:32,113950.0000000,113990.0000000,113920.0000000,113930.0000000,754
SPFB.RTS-12.18,1,19/11/18,12:33,113940.0000000,113970.0000000,113920.0000000,113930.0000000,410
SPFB.RTS-12.18,1,19/11/18,12:34,113930.0000000,113940.0000000,113870.0000000,113930.0000000,651
SPFB.RTS-12.18,1,19/11/18,12:35,113930.0000000,113950.0000000,113910.0000000,113920.0000000,207
SPFB.RTS-12.18,1,19/11/18,12:36,113910.0000000,113950.0000000,113890.0000000,113900.0000000,178
SPFB.RTS-12.18,1,19/11/18,12:37,113890.0000000,113920.0000000,113840.0000000,113890.0000000,579
SPFB.RTS-12.18,1,19/11/18,12:38,113890.0000000,113910.0000000,113870.0000000,113910.0000000,373
SPFB.RTS-12.18,1,19/11/18,12:39,113900.0000000,113900.0000000,113690.0000000,113760.0000000,1552
SPFB.RTS-12.18,1,19/11/18,12:40,113750.0000000,113750.0000000,113670.0000000,113720.0000000,765
SPFB.RTS-12.18,1,19/11/18,12:41,113700.0000000,113760.0000000,113690.0000000,113720.0000000,517
SPFB.RTS-12.18,1,19/11/18,12:42,113730.0000000,113780.0000000,113710.0000000,113770.0000000,496
SPFB.RTS-12.18,1,19/11/18,12:43,113770.0000000,113780.0000000,113720.0000000,113750.0000000,166
SPFB.RTS-12.18,1,19/11/18,12:44,113750.0000000,113750.0000000,113660.0000000,113680.0000000,428
SPFB.RTS-12.18,1,19/11/18,12:45,113680.0000000,113750.0000000,113630.0000000,113640.0000000,1448
SPFB.RTS-12.18,1,19/11/18,12:46,113640.0000000,113640.0000000,113470.0000000,113510.0000000,2132
SPFB.RTS-12.18,1,19/11/18,12:47,113540.0000000,113580.0000000,113490.0000000,113580.0000000,1087
SPFB.RTS-12.18,1,19/11/18,12:48,113580.0000000,113680.0000000,113560.0000000,113620.0000000,1002
SPFB.RTS-12.18,1,19/11/18,12:49,113620.0000000,113640.0000000,113550.0000000,113640.0000000,699
SPFB.RTS-12.18,1,19/11/18,12:50,113650.0000000,113710.0000000,113640.0000000,113690.0000000,882
SPFB.RTS-12.18,1,19/11/18,12:51,113700.0000000,113710.0000000,113650.0000000,113670.0000000,512
SPFB.RTS-12.18,1,19/11/18,12:52,113660.0000000,113720.0000000,113650.0000000,113680.0000000,262
SPFB.RTS-12.18,1,19/11/18,12:53,113690.0000000,113710.0000000,113670.0000000,113680.0000000,354
SPFB.RTS-12.18,1,19/11/18,12:54,113710.0000000,113770.0000000,113690.0000000,113760.0000000,510
SPFB.RTS-12.18,1,19/11/18,12:55,113760.0000000,113780.0000000,113740.0000000,113770.0000000,373
SPFB.RTS-12.18,1,19/11/18,12:56,113780.0000000,113780.0000000,113740.0000000,113740.0000000,443
